Airport	lat	lng	count
Stewart International Airport	-74.10479736328125	41.50410079956055	0
Syracuse Hancock International Airport	-76.1063003540039	43.11119842529297	0
Waynesville-St. Robert Regional Forney field	-92.14070129	37.74160004	0
Telluride Regional Airport	-107.9079971	37.9538002	0
Tallahassee Regional Airport	-84.35030364990234	30.396499633789062	0
Toledo Express Airport	-83.80780029	41.58679962	0
Tampa International Airport	-82.533203125	27.975500106811523	0
Tri-Cities Regional TN/VA Airport	-82.407401	36.475201	0
Trenton Mercer Airport	-74.8134994506836	40.27669906616211	0
Tulsa International Airport	-95.88809967041016	36.19839859008789	0
Tupelo Regional Airport	-88.7698974609375	34.26810073852539	0
Tucson International Airport	-110.94100189208984	32.1161003112793	0
Cherry Capital Airport	-85.58219909667969	44.74140167236328	0
Joslin Field Magic Valley Regional Airport	-114.487999	42.48180008	0
Texarkana Regional Webb Field	-93.99099731445312	33.45370101928711	0
Tyler Pounds Regional Airport	-95.40239715576172	32.35409927368164	0
McGhee Tyson Airport	-83.9940033	35.81100082	0
University Park Airport	-77.84870147710001	40.8493003845	0
Tunica Municipal Airport	-90.346702575684	34.680999755859	0
Victoria Regional Airport	-96.91850280761719	28.85260009765625	0
Vernal Regional Airport	-109.5100021	40.4408989	0
Visalia Municipal Airport	-119.392997742	36.3186988831	0
Valdosta Regional Airport	-83.27670288085938	30.782499313354492	0
Destin-Ft Walton Beach Airport	-86.525398	30.4832	0
Yellowstone Airport	-111.1179962	44.68840027	0
Northwest Arkansas Regional Airport	-94.306801	36.281898	0
Yakima Air Terminal McAllister Field	-120.5439987	46.56819916	0
Youngstown Warren Regional Airport	-80.67910004	41.26070023	0
Bethel Airport	-161.8379974	60.77980042	0
Wiley Post Will Rogers Memorial Airport	-156.766008	71.285402	0
Merle K (Mudhole) Smith Airport	-145.4779968	60.4917984	0
Adak Airport	-176.64599609375	51.87799835205078	0
Dillingham Airport	-158.5050049	59.04470062	0
Kodiak Airport	-152.4940033	57.75	0
Unalaska Airport	-166.544006348	53.900100708	0
Kenai Municipal Airport	-151.2449951171875	60.57310104370117	0
Fairbanks International Airport	-147.8560028	64.81510162	0
Gustavus Airport	-135.7070007	58.4253006	0
Homer Airport	-151.4770050048828	59.645599365234375	0
Juneau International Airport	-134.5760040283203	58.35499954223633	0
King Salmon Airport	-156.6490021	58.67679977	0
Ketchikan International Airport	-131.7140045	55.35559845	0
Ted Stevens Anchorage International Airport	-149.99600219726562	61.174400329589844	0
Nome Airport	-165.44500732421875	64.51219940185547	0
Ralph Wien Memorial Airport	-162.598999	66.88469696	0
Petersburg James A Johnson Airport	-132.9450073	56.80170059	0
Deadhorse Airport	-148.4649963	70.19470215	0
Sitka Rocky Gutierrez Airport	-135.36199951171875	57.04710006713867	0
Valdez Pioneer Field	-146.2480011	61.13389969	0
Wrangell Airport	-132.3699951	56.48429871	0
Yakutat Airport	-139.660003662	59.5032997131	0
Kapalua Airport	-156.67300415039062	20.962900161743164	0
Kona International At Keahole Airport	-156.04600524902344	19.738800048828125	0
Lihue Airport	-159.33900451660156	21.97599983215332	0
Molokai Airport	-157.0959930419922	21.15290069580078	0
Daniel K Inouye International Airport	-157.924228	21.32062	0
Lanai Airport	-156.9510040283203	20.785600662231445	0
Kahului Airport	-156.429993	20.8986	0
Hilo International Airport	-155.04800415039062	19.721399307250977	0
